concept_id,concepticon_id,label,pos,semantic_field,definition,status,replacement_id,notes
qua-six-thousand,3792,six thousand,num,Quantity,The natural number six thousand (6000).,active,,
qua-sixteen,2454,sixteen,num,Quantity,The natural number sixteen (16).,active,,
qua-sixty,1718,sixty,num,Quantity,The natural number sixty (60).,active,,
qua-some,1241,some,x,Quantity,An unspecified quantity or number of.,active,,
qua-someone,2422,someone,x,Quantity,An unspecified person.,active,,
qua-song,3422,song,clf,Quantity,Classifier for songs.,active,,
qua-sparse,207,sparse,adj,Quantity,Occupied or populated by a small number of people.,active,,
qua-stalk,2726,stalk,clf,Quantity,Classifier for cigarettes and similar objects.,active,,
qua-stick,2085,stick,clf,Quantity,Classifier for stick-like objects.,active,,
qua-stone,3419,stone,clf,Quantity,Classifier for stones.,active,,
qua-storey,3420,storey,clf,Quantity,Classifier for storeys (of a building).,active,,
qua-suffice,3475,suffice,x,Quantity,To be enough for a particular purpose.,active,,
qua-ten,1515,ten,num,Quantity,The natural number ten (10).,active,,
qua-ten-million,3597,ten million,num,Quantity,The natural number ten million (10000000).,active,,
qua-ten-thousand,2078,ten thousand,num,Quantity,The natural number ten thousand (10000).,active,,
qua-third,1859,third,x,Quantity,The ordinal form of the cardinal number three.,active,,
qua-thirteen,1708,thirteen,num,Quantity,The natural number thirteen (13).,active,,
qua-thirty,1715,thirty,num,Quantity,The natural number thirty (30).,active,,
qua-thirty-one,3480,thirty one,num,Quantity,The natural number thirty-one (31).,active,,
qua-thirty-six,3485,thirty six,num,Quantity,The natural number thirty-six (36).,active,,
qua-thousand,1843,thousand,num,Quantity,The natural number one thousand (1000).,active,,
qua-three,492,three,num,Quantity,The natural number three (3).,active,,
qua-three-hundred,3513,three hundred,num,Quantity,The natural number three hundred (300).,active,,
qua-three-thousand,3525,three thousand,num,Quantity,The natural number three thousand (3000).,active,,
qua-three-times,417,three times,x,Quantity,Three times.,active,,
qua-tree,2721,tree,clf,Quantity,Classifier for trees.,active,,
qua-trillion,3602,trillion,num,Quantity,The natural number one trillion (1000000000000).,active,,
qua-tuft,2722,tuft,clf,Quantity,Classifier for grass.,active,,
qua-twelve,1707,twelve,num,Quantity,The natural number twelve (12).,active,,
qua-twenty,1710,twenty,num,Quantity,The natural number twenty (20).,active,,
qua-twenty-five,1738,twenty five,num,Quantity,The natural number twenty-five (25).,active,,
qua-twenty-four,1736,twenty four,num,Quantity,The natural number twenty-four (24).,active,,
qua-twenty-nine,3479,twenty nine,num,Quantity,The natural number twenty-nine (29).,active,,
qua-twenty-one,1734,twenty one,num,Quantity,The natural number twenty-one (21).,active,,
qua-twenty-three,3165,twenty three,num,Quantity,The natural number twenty-three (23).,active,,
qua-twenty-two,3166,twenty two,num,Quantity,The natural number twenty-two (22).,active,,
qua-twice,1546,twice,x,Quantity,Two times.,active,,
qua-two,1498,two,num,Quantity,The natural number two (2).,active,,
qua-two-hundred,2676,two hundred,num,Quantity,The natural number two hundred (200).,active,,
qua-two-ounces,2180,two ounces,x,Quantity,The weight of two ounces.,active,,
qua-two-thousand,3524,two thousand,num,Quantity,The natural number two thousand (2000).,active,,
qua-vehicle,2167,vehicle,clf,Quantity,Classifier for vehicles.,active,,
qua-walk,2739,walk,clf,Quantity,Classifier for walks (strolls).,active,,
qua-zero,1294,zero,num,Quantity,The integer zero (0).,active,,
rel-abstain-from-food,303,abstain from food,v,Religion and belief,To refrain from eating.,active,,
rel-altar,853,altar,n,Religion and belief,Table for religious ceremonies.,active,,
rel-amulet,2804,amulet,n,Religion and belief,An object whose most important characteristic is the power ascribed to it to protect its owner from danger or harm.,active,,
rel-angel,4057,angel,n,Religion and belief,"A spiritual being in religious traditions, especially Christianity, regarded as a messenger or servant of God, often depicted as benevolent, immortal, and winged.",active,,
rel-belief,3333,belief,v,Religion and belief,A school of thought rooted in religious beliefs and traditions and used for guiding actions.,active,,
rel-bewitch,118,bewitch,v,Religion and belief,To cast a spell on someone or something.,active,,
rel-bible,4068,bible,n,Religion and belief,"The sacred scriptures of Judaism and Christianity, comprising the Old and New Testaments, considered authoritative and foundational for religious faith and practice.",active,,
rel-bless,391,bless,v,Religion and belief,To make something blessed; to confer blessing upon.,active,,
rel-blessed,2529,blessed,n,Religion and belief,To have received blessing.,active,,
rel-buddha,2061,buddha,n,Religion and belief,One who has purified obscurations (སངས) and developed pristine cognition (རྒྱས).,active,,
rel-burial-mound,3337,burial mound,n,Religion and belief,A mound of earth raised around burial sites/graves.,active,,
rel-church,1349,church,n,Religion and belief,A building where Christian religious activities take place.,active,,
rel-circumcision,393,circumcision,n,Religion and belief,"The act of excising or amputating the prepuce (the foreskin on penises, the clitoral hood on clitorises)",active,,
rel-conjure,2222,conjure,v,Religion and belief,To practice witchcraft or magic.,active,,
rel-curse,8,curse,v,Religion and belief,"To imprecate evil or misfortune upon someone or something, usually by means of a prayer or implication.",active,,
rel-deity,3231,deity,n,Religion and belief,"A supernatural, typically immortal being with superior powers.",active,,
rel-demon,1973,demon,n,Religion and belief,Evil spirit or person that is wicked or cruel in their actions.,active,,
rel-devil,3917,devil,n,Religion and belief,"The personal supreme spirit of evil often represented in Christian belief as the tempter of humankind, the leader of all apostate angels, and the ruler of hell.",active,,
rel-elf,1037,elf,n,Religion and belief,"A mythical creature of Germanic mythology. In Norse mythology they were originally minor gods of nature and fertility. They are often pictured as youthful-seeming men and women of great beauty living in forests and other natural places, underground, or in wells and springs. They have been portrayed to be long-lived or immortal and they have magical powers attributed to them.",active,,
rel-elf-or-fairy,3206,elf or fairy,n,Religion and belief,"A mythical being similar to but distinct from human, related to nature, and usually with supernatural or magic powers.",active,,
rel-fairy,1138,fairy,n,Religion and belief,"One of a class of female supernatural beings, generally conceived as having a diminutive human form and possessing magical powers.",active,,
rel-fasting,3331,fasting,v,Religion and belief,"To consume little or no food for a specific period of time, usually done for religious reasons.",active,,
rel-fate,1688,fate,n,Religion and belief,"The power or agency that, according to certain belief systems, predetermines and orders unalterably the course of events.",active,,
rel-funeral,3336,funeral,v,Religion and belief,The ceremonial act of bidding farewell to a deceased person or animal.,active,,
rel-ghost,1175,ghost,n,Religion and belief,The visible disembodied soul of a dead person.,active,,
rel-god,1944,god,n,Religion and belief,The deity of a monotheistic religion.,active,,
rel-heaven,1565,heaven,n,Religion and belief,"Outer space visible from the Earth's surface, infinitely extending above us and limited by the horizon.",active,,
rel-hell,878,hell,n,Religion and belief,"In various religions, the place where sinners are said to go after death.",active,,
rel-holy,1702,holy,adj,Religion and belief,Specially recognized as or declared sacred by religious use or authority.,active,,
rel-idol,1945,idol,n,Religion and belief,"A representation of a deity, notably a statue or a statuette.",active,,
rel-initiation-ceremony,1946,initiation ceremony,n,Religion and belief,A formal entry into an organization or position or office.,active,,
rel-magic,392,magic,n,Religion and belief,"The use of rituals or actions, especially based on supernatural or occult knowledge, to manipulate or obtain information about the natural world, especially when seen as falling outside the realm of religion.",active,,
rel-magician,2137,magician,n,Religion and belief,A person who practices magic.,active,,
rel-miracle,2541,miracle,n,Religion and belief,The happening of something impossible.,active,,
rel-mosque,1603,mosque,n,Religion and belief,A place of worship for followers of the Islamic faith.,active,,
rel-mythical-being,2641,mythical being,n,Religion and belief,Any living creature that occurs in stories and fairytales and does not exist in the real world.,active,,
rel-omen,107,omen,n,Religion and belief,A sign that is supposed to reveal whether the future will be favourable or not.,active,,
rel-pray,24,pray,v,Religion and belief,"To address God or a higher being with praise, thanksgiving, confession or supplication.",active,,
rel-prayer,4100,prayer,n,Religion and belief,"A ritual or personal act of communicating with a deity or higher power, often involving words, thoughts, or gestures, typically to give thanks, request help, or express devotion.",active,,
